Name	ISIZ	IAC	AAC	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	RDSUM	Har	QW	TI1	TI2	HyDp	RHyDp	w	ww	Rww	D/D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	MAXDN	MAXDP	DELS	TIE	X0	X1	X2	X3	X4	X5	X0A	X1A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X5Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	IDE	IDM	IDDE	IDDM	IDET	IDMT	IVDE	IVDM	HVcpx	HDcpx	Uindex	Vindex	Xindex	Yindex	IC0	TIC0	SIC0	CIC0	BIC0	IC1	TIC1	SIC1	CIC1	BIC1	IC2	TIC2	SIC2	CIC2	BIC2	IC3	TIC3	SIC3	CIC3	BIC3	IC4	TIC4	SIC4	CIC4	BIC4	IC5	TIC5	SIC5	CIC5	BIC5	LP1	STN	Eig1Z	Eig1m	Eig1v	Eig1e	Eig1p	SEigZ	SEigm	SEigv	SEige	SEigp	AEigZ	AEigm	AEigv	AEige	AEigp	VEA1	VEA2	VRA1	VRA2	VED1	VED2	VRD1	VRD2	VEZ1	VEZ2	VRZ1	VRZ2	VEm1	VEm2	VRm1	VRm2	VEv1	VEv2	VRv1	VRv2	VEe1	VEe2	VRe1	VRe2	VEp1	VEp2	VRp1	VRp2	NGS	MPC03	MPC04	MPC05	MPC06	MPC07	MPC08	MPC09	MPC10	piPC03	piPC04	piPC05	piPC06	piPC07	piPC08	piPC09	piPC10	TPC	piID	PCR	PCD	CID	BID	D/Dr03	D/Dr04	D/Dr05	D/Dr06	D/Dr07	D/Dr08	D/Dr09	D/Dr10	D/Dr11	D/Dr12	T(N..N)	T(N..O)	T(N..S)	T(N..P)	T(N..F)	T(N..Cl)	T(N..Br)	T(N..I)	T(O..O)	T(O..S)	T(O..P)	T(O..F)	T(O..Cl)	T(O..Br)	T(O..I)	T(S..S)	T(S..P)	T(S..F)	T(S..Cl)	T(S..Br)	T(S..I)	T(P..P)	T(P..F)	T(P..Cl)	T(P..Br)	T(P..I)	T(F..F)	T(F..Cl)	T(F..Br)	T(F..I)	T(Cl..Cl)	T(Cl..Br)	T(Cl..I)	T(Br..Br)	T(Br..I)	T(I..I)	Activity	
118-55-8	122.211	36.132	1.39	78	242	88	235	10	11.326	1.92	2.03	.003	35	4	21	64.526	57.375	.281	1976	3602	1957	6098	16.234	15.969	459	3.825	46.381	27.111	375.167	19.755	3.309	683.5	15.802	807	3793	12.406	73.271	1797	313.125	313.216	488.177	313.344	523.302	1.784	2.607	2.606	1.663	2.605	1.551	2.232	4.653	19.386	51.788	11.38	7.771	6.643	5.339	4.314	3.083	.711	.457	.302	.198	.135	.088	8.46	4.824	3.22	2.078	1.297	.784	.529	.284	.146	.077	.041	.022	11.38	7.771	6.643	5.339	4.314	3.083	48.596	2.883	101.462	52.303	10.553	4.706	2.552	3.104	.851	.564	.325	.173	.085	.8	238	114	7.125	1.016	8.672	41	262	36	5	.625	2.227	2.944	6.688	3.625	3.976	353.269	3069.58	1.592	4.865	2.868	1.55	25.964	.316	.48	.901	1.39	36.132	.296	3.311	.272	2.429	63.153	.517	2.271	.475	2.974	77.318	.633	1.727	.582	3.811	99.092	.811	.889	.746	4.287	111.457	.912	.414	.839	4.393	114.211	.935	.308	.86	2.313	3.584	40.33	40.342	62.221	40.357	66.654	.75	.748	-2.859	.745	-3.584	0	0	0	0	0	3.649	.228	83.641	5.228	3.95	.247	72.496	4.531	3.95	.247	72.261	4.516	3.95	.247	72.261	4.516	3.961	.248	71.719	4.482	3.95	.247	72.26	4.516	3.961	.248	71.686	4.48	22	27	32	35	28	27	26	23	20	78.5	130.875	201.938	189.844	246.797	307.547	375.891	478.406	305	3780.397	12.395	39.187	32.262	16.323	0	0	0	105.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118-58-1	140.881	39.804	1.373	82	246	92	231	10	12.019	1.925	2.028	.002	37	4	22	71.272	67.294	.293	2450	4339	2446	7259	17.405	18.493	572	4.206	49.813	28.671	481.667	23.913	3.962	938	16.729	948	4680	14.294	87.243	2097	411.833	411.937	611.549	412.083	651.623	1.696	2.344	2.343	1.568	2.343	1.471	2.188	4.657	19.46	64.312	12.088	8.271	6.984	5.664	4.379	3.209	.711	.459	.304	.202	.137	.092	9.167	5.262	3.579	2.337	1.447	.888	.539	.292	.156	.083	.045	.025	12.088	8.271	6.984	5.664	4.379	3.209	51.688	3.025	108.319	55.022	11.522	5.392	3.001	3.655	.877	.562	.324	.166	.081	1	282	135	7.941	1.135	10.394	49	311	42	5	.604	2.419	3.109	6.848	3.852	4.064	422.857	3917.342	1.659	4.936	3.007	1.565	28.551	.288	.448	.789	1.373	39.804	.283	3.485	.262	2.562	74.298	.527	2.296	.49	3.336	96.742	.687	1.522	.638	4.182	121.272	.861	.676	.8	4.513	130.881	.929	.345	.863	4.513	130.881	.929	.345	.863	2.299	3.584	49.841	49.853	73.208	49.87	77.938	.75	.748	-2.859	.745	-3.584	0	0	0	0	0	3.631	.214	108.449	6.379	4.072	.24	78.701	4.629	4.074	.24	78.263	4.604	4.074	.24	78.263	4.604	4.087	.24	77.719	4.572	4.074	.24	78.262	4.604	4.088	.24	77.68	4.569	23	28	32	35	27	27	26	25	23	79.5	126.875	192.188	163.969	201.234	224.016	284.766	375.891	333	3900.444	11.713	40.225	34.262	17.289	0	0	0	117.509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118-71-8	58.603	22.829	1.522	42	164	47	143	6	5.375	1.636	1.817	.068	21	3	11	26.007	18.222	.291	349	818	283	1286	8.582	11.533	82	2.278	19.667	13.472	62	0	.95	75.5	7.617	164	494	5.605	20.324	243	56.667	56.682	85.541	56.703	91.335	2.413	3.51	3.509	2.429	3.508	2.292	2.071	3.53	15.037	29.741	6.853	4.215	3.745	3.114	1.848	1.072	.761	.468	.312	.222	.142	.089	4.918	2.49	1.69	1.031	.506	.234	.546	.277	.141	.074	.039	.02	6.853	4.215	3.745	3.114	1.848	1.072	27.354	1.96	41.594	25.856	6.202	2.131	1.067	1.468	.83	.586	.345	.137	.054	.333	63	33	3.667	.444	2.469	14	38	8	10	.881	.918	1.903	5.037	2.503	3.152	68.515	413.016	2.197	3.429	2.064	1.357	14.065	.622	.838	2.09	1.522	22.829	.39	2.385	.365	3.133	46.994	.802	.774	.751	3.59	53.848	.919	.317	.861	3.59	53.848	.919	.317	.861	3.59	53.848	.919	.317	.861	3.59	53.848	.919	.317	.861	2.264	1.792	13.061	13.064	19.573	13.068	20.911	.75	.748	-2.859	.745	-3.584	0	0	0	0	0	2.85	.317	26.623	2.958	2.968	.33	29.422	3.269	2.96	.329	29.644	3.294	2.96	.329	29.644	3.294	2.941	.327	30.466	3.385	2.96	.329	29.645	3.294	2.937	.326	30.607	3.401	12	14	13	12	7	2	0	0	0	34.75	41.813	45.563	33.188	10.125	0	0	0	78	208.688	2.675	1.474	17.383	9.585	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
118-74-1	43.02	12	1	60	99.63	72	114.667	9	6.592	1.5	1.732	.037	26	6	21	40.226	29	.249	696	834.296	570	746.481	11.444	72	174	2.636	31.6	19.703	136	0	.873	178.5	11.45	318	1005	10.171	39.971	486	95.294	94.36	135.787	124.154	125.284	2.76	4.831	4.868	3.651	3.923	3.894	1.558	1.558	18.692	376.033	9.464	5.464	5.155	4.976	2.873	1.659	.789	.455	.286	.207	.12	.069	9.803	4.902	4.152	4.004	2.002	1.001	.817	.408	.231	.167	.083	.042	12.464	7.196	7.155	8.631	4.983	2.877	51.837	2.12	68.544	12	11.012	3.98	1.911	3.653	1.225	.619	.403	.166	.069	.25	102	54	4.5	.5	5	24	60	10	37	.799	1	2.134	5.91	1	3.563	140.839	1028.391	1	3.731	2.241	1.469	21.598	.605	.828	2.044	1	12	.279	2.585	.256	1	12	.279	2.585	.256	1	12	.279	2.585	.256	1	12	.279	2.585	.256	1	12	.279	2.585	.256	1	12	.279	2.585	.256	2.414	1.792	16.47	16.308	23.605	21.538	21.738	3.882	3.967	.201	1.259	1.156	0	0	0	0	0	3.2	.267	40.625	3.385	3.419	.285	46.475	3.873	3.437	.286	45.106	3.759	3.438	.286	45.018	3.751	3.398	.283	48.011	4.001	3.408	.284	47.334	3.944	3.407	.284	47.404	3.95	18	24	24	24	18	6	0	0	0	56.25	84.375	126.563	121.5	45.563	0	0	0	138	492.75	3.571	4	22.897	12.489	0	0	0	37.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	
118-75-2	43.02	17.51	1.459	60	170.42	72	156.444	9	6.592	1.5	1.732	.037	27.333	6	21	40.226	29	.249	696	1260.198	570	1663.851	11.444	72	174	2.636	31.6	19.703	136	0	.873	178.5	11.45	318	1005	10.171	39.971	486	95.779	95.163	136.009	115.036	131.663	2.76	4.812	4.836	3.646	4.174	3.744	2.395	3.991	26.055	75.443	9.464	5.464	5.155	4.976	2.873	1.659	.789	.455	.286	.207	.12	.069	8.352	4.176	3.426	2.819	1.409	.771	.696	.348	.19	.117	.059	.032	11.464	6.619	6.488	7.246	4.183	2.471	46.641	2.12	68.544	23.02	10.058	3.379	1.553	2.832	1.044	.619	.403	.166	.069	.25	102	54	4.5	.5	5	24	60	10	37	.799	1	2.134	5.91	1	3.563	140.839	1028.391	1.918	4.028	2.241	1.469	21.598	.605	.828	2.044	1.459	17.51	.407	2.126	.357	1.918	23.02	.535	1.667	.469	1.918	23.02	.535	1.667	.469	1.918	23.02	.535	1.667	.469	1.918	23.02	.535	1.667	.469	1.918	23.02	.535	1.667	.469	2.414	1.792	16.477	16.37	23.426	19.924	22.627	3.088	3.144	-1.772	1.336	-1.618	0	0	0	0	0	3.2	.267	40.625	3.385	3.419	.285	46.475	3.873	3.438	.286	45.024	3.752	3.438	.287	44.964	3.747	3.402	.283	47.754	3.979	3.412	.284	46.682	3.89	3.406	.284	47.446	3.954	18	24	24	24	18	6	0	0	0	71.25	106.875	167.063	172.125	75.938	0	0	0	138	659.75	4.781	5.883	22.897	12.489	0	0	0	37.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	
118-79-6	48.106	23.086	1.776	48	107.202	54	103.111	7	5.781	1.579	1.783	.056	20.25	4	13	30.765	22	.281	456	673.942	372	689.584	9.613	20.125	110	2.444	23.283	15.422	84	0	.962	107.5	8.8	208	634	7.095	26.524	314	60.712	60.147	86.426	79.13	84.664	2.487	4.333	4.366	3.289	3.515	3.354	1.441	3.216	9.232	55.771	7.724	4.609	4.39	3.343	2.356	1.305	.772	.461	.314	.209	.139	.082	9.494	4.824	4.342	2.648	2.793	.736	.949	.482	.31	.166	.164	.046	10.724	6.341	6.69	5.338	5.225	2.084	53.346	2.027	49.681	28.731	8.718	3.346	2.051	2.917	1.447	.597	.342	.153	.065	.667	76	40	4	.4	3.6	18	40	10	17	.861	1.371	2.063	5.35	1.895	3.301	92.854	588.526	1.522	3.543	2.136	1.399	16.45	.597	.818	1.963	1.776	23.086	.48	1.925	.444	2.661	34.596	.719	1.039	.665	2.873	37.351	.776	.827	.718	3.085	40.106	.834	.615	.771	3.085	40.106	.834	.615	.771	3.085	40.106	.834	.615	.771	2.307	1.792	12.667	12.557	18.233	16.496	17.984	2.736	2.798	-.121	.689	.074	0	0	0	0	0	2.98	.298	31.09	3.109	3.123	.312	34.766	3.477	3.133	.313	33.884	3.388	3.133	.313	33.829	3.383	3.092	.309	35.953	3.595	3.109	.311	35.479	3.548	3.088	.309	35.831	3.583	14	16	17	16	11	2	0	0	0	41.25	64.125	92.813	75.938	15.188	0	0	0	96	337.813	3.519	2.727	19.225	10.536	0	0	0	29.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	
118-90-1	75.059	25.059	1.392	46	146	51	131	6	6.068	1.667	1.835	.048	22	3	12	31.104	22.8	.293	474	972	396	1446	9.788	15.811	114	2.533	22.9	15.163	91.333	0	1.563	115.5	8.633	210	671	7.715	27.743	314	77.125	77.133	93.367	77.145	96.626	2.396	3.554	3.553	3.061	3.553	2.981	2.53	3.422	11.975	32.535	7.56	4.715	4.17	3.034	2.335	1.342	.756	.472	.321	.202	.146	.096	5.665	3.005	2.12	1.375	.813	.399	.566	.301	.163	.092	.051	.028	7.56	4.715	4.17	3.034	2.335	1.342	29.446	2.09	48.306	27.255	6.97	2.628	1.434	1.832	.902	.572	.327	.16	.062	.667	76	40	4	.6	3.6	16	68	12	11	1.185	1.571	2.151	5.339	2.722	3.299	96.789	608.672	1.846	3.8	2.168	1.396	16.456	.57	.788	1.869	1.392	25.059	.334	2.778	.31	2.634	47.407	.632	1.536	.586	3.35	60.304	.803	.82	.746	3.795	68.304	.91	.375	.845	3.906	70.304	.937	.264	.87	3.906	70.304	.937	.264	.87	2.267	1.792	15.985	15.987	19.512	15.99	20.248	.5	.499	-1.906	.497	-2.389	0	0	0	0	0	2.965	.296	32.367	3.237	3.122	.312	34.638	3.464	3.116	.312	34.87	3.487	3.116	.312	34.871	3.487	3.093	.309	35.785	3.578	3.116	.312	34.872	3.487	3.089	.309	35.924	3.592	13	15	16	14	8	5	2	0	0	47.25	74.25	101.25	83.531	79.734	34.172	0	0	93	472.188	5.077	4.276	19.385	10.514	0	0	0	30.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118-91-2	58.603	25.342	1.689	46	145.605	51	130.111	6	6.068	1.667	1.835	.048	22.333	3	12	31.104	22.8	.293	474	965.827	396	1422.889	9.788	15.811	114	2.533	22.9	15.163	91.333	0	1.563	115.5	8.633	210	671	7.715	27.743	314	71.301	71.183	93.065	75.257	94.892	2.396	3.786	3.791	3.07	3.623	3.027	2.661	3.337	14.492	57.357	7.56	4.715	4.17	3.034	2.335	1.342	.756	.472	.321	.202	.146	.096	5.799	3.072	2.192	1.434	.851	.413	.58	.307	.169	.096	.053	.029	8.06	5.004	4.54	3.393	2.713	1.473	32.621	2.09	48.306	31.329	7.252	2.818	1.567	2.043	.922	.572	.327	.16	.062	.667	76	40	4	.6	3.6	16	68	12	11	1.185	1.571	2.151	5.339	2.722	3.299	96.789	608.672	1.846	3.8	2.168	1.396	16.456	.57	.788	1.869	1.689	25.342	.432	2.217	.394	2.84	42.603	.727	1.067	.663	3.24	48.603	.829	.667	.756	3.774	56.603	.966	.133	.881	3.907	58.603	1	0	.912	3.907	58.603	1	0	.912	2.267	1.792	14.773	14.75	19.449	15.579	19.899	1.147	1.16	-1.873	.707	-2.196	0	0	0	0	0	2.965	.296	32.367	3.237	3.122	.312	34.638	3.464	3.124	.312	34.395	3.44	3.124	.312	34.386	3.439	3.093	.309	35.767	3.577	3.119	.312	34.72	3.472	3.089	.309	35.826	3.583	13	15	16	14	8	5	2	0	0	47.25	74.25	101.25	83.531	79.734	34.172	0	0	93	472.188	5.077	4.276	19.385	10.514	0	0	0	30.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118-92-3	69.487	28.184	1.658	46	154	51	139	6	6.068	1.667	1.835	.048	22.5	3	12	31.104	22.8	.293	474	1032	396	1654	9.788	15.811	114	2.533	22.9	15.163	91.333	0	1.563	115.5	8.633	210	671	7.715	27.743	314	75.839	75.849	97.319	75.883	102.026	2.396	3.601	3.601	2.959	3.599	2.85	2.655	3.342	14.336	54.156	7.56	4.715	4.17	3.034	2.335	1.342	.756	.472	.321	.202	.146	.096	5.242	2.794	1.892	1.191	.692	.355	.524	.279	.146	.079	.043	.025	7.56	4.715	4.17	3.034	2.335	1.342	29.735	2.09	48.306	29.315	6.932	2.602	1.417	1.804	.838	.572	.327	.16	.062	.667	76	40	4	.6	3.6	16	68	12	11	1.185	1.571	2.151	5.339	2.722	3.299	96.789	608.672	1.846	3.8	2.168	1.396	16.456	.57	.788	1.869	1.658	28.184	.406	2.43	.375	3.029	51.487	.741	1.059	.684	3.382	57.487	.827	.706	.764	3.852	65.487	.942	.235	.87	3.97	67.487	.971	.118	.897	3.97	67.487	.971	.118	.897	2.267	1.792	15.704	15.706	20.355	15.713	21.398	.643	.642	-2.345	.637	-2.989	0	0	0	0	0	2.965	.296	32.367	3.237	3.122	.312	34.638	3.464	3.118	.312	34.767	3.477	3.118	.312	34.768	3.477	3.089	.309	36.008	3.601	3.118	.312	34.771	3.477	3.084	.308	36.211	3.621	13	15	16	14	8	5	2	0	0	47.25	74.25	101.25	83.531	79.734	34.172	0	0	93	472.188	5.077	4.276	19.385	10.514	0	0	0	30.514	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
119-06-2	632.156	111.42	1.161	160	342	169	311	7	25.189	1.869	1.94	0	80	4	44	224.957	384.158	.331	28628	36556	27708	43457	36.916	574.303	7299	10.383	136.608	62.343	7145.5	0	10.844	28951	37.316	8743	81500	61.483	602.091	14438	6497.25	6498.098	8132.269	6499.297	8460.344	2.041	2.326	2.326	1.824	2.325	1.749	2.098	5.597	31.296	563.144	27.523	18.702	13.922	10.363	7.644	5.587	.724	.492	.331	.22	.147	.1	24.913	16.135	10.888	7.329	4.857	3.175	.656	.425	.259	.156	.093	.057	27.523	18.702	13.922	10.363	7.644	5.587	115.183	5.298	280.632	100.697	34.521	25.754	19.255	23.397	1.274	.517	.278	.143	.074	.938	1684	858	22.579	4.188	84.92	269	4376	328	73	3.61	3.892	4.607	9.138	4.143	5.202	3239.047	66698.99	1.232	5.662	4.4	1.781	146.486	.243	.414	.587	1.161	111.42	.176	5.424	.174	1.815	174.286	.276	4.769	.272	2.764	265.373	.42	3.821	.414	3.388	325.226	.514	3.197	.508	3.925	376.821	.596	2.66	.588	4.403	422.698	.669	2.182	.66	2.351	1.792	365.239	365.282	449.552	365.343	466.579	1	.998	-3.812	.994	-4.778	0	0	0	0	0	3.639	.096	41753.91	1098.787	6.03	.159	254.186	6.689	6.003	.158	256.947	6.762	6.003	.158	256.944	6.762	6.04	.159	252.905	6.655	6.003	.158	256.94	6.762	6.045	.159	252.313	6.64	42	47	52	56	52	52	50	51	50	95.125	149.375	223.313	231.438	280.273	275.953	362.758	312.875	1172	8408.586	7.175	81.596	75.248	38.108	0	0	0	170.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
119-26-6	86.439	39.419	1.971	66	294	75	261	8	8.266	1.615	1.805	.016	34	5	20	52.128	42.286	.268	1164	2996	1004	6091	13.862	82.055	296	3.253	38.269	22.75	245.167	0	1.778	372	13.286	470	1645	14.732	62.316	744	202.98	203.012	347.886	203.383	393.002	2.571	3.716	3.715	2.348	3.709	2.111	2.748	3.443	28.979	101.757	10.715	6.558	5.893	4.412	3.231	2.453	.765	.468	.31	.192	.124	.082	6.837	3.454	2.36	1.544	.907	.537	.488	.247	.124	.067	.035	.018	10.715	6.558	5.893	4.412	3.231	2.453	44.055	2.435	81.712	46.85	10.367	3.996	2.168	2.959	.74	.579	.339	.167	.091	.75	146	77	5.5	.929	7.755	30	172	26	35	1.279	1.985	2.611	6.33	3.236	3.777	237.599	1873.713	1.809	4.572	2.54	1.516	27.647	.501	.725	1.552	1.971	39.419	.456	2.351	.424	2.871	57.419	.664	1.451	.618	3.384	67.684	.783	.938	.729	3.722	74.439	.861	.6	.801	4.022	80.439	.931	.3	.866	4.022	80.439	.931	.3	.866	2.352	1.792	30.174	30.179	53.114	30.236	60.474	1.571	1.569	-5.569	1.555	-7.178	0	0	0	0	0	3.381	.242	57.798	4.128	3.679	.263	58.394	4.171	3.681	.263	57.95	4.139	3.681	.263	57.951	4.139	3.625	.259	61.941	4.424	3.681	.263	57.964	4.14	3.612	.258	62.732	4.481	19	23	26	30	27	19	7	2	0	56.25	90.375	147.938	168.75	164.531	75.938	22.781	0	181	793.563	4.384	6.907	27.115	14.382	0	0	0	46.952	0	0	0	0	0	0	22	64	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
119-27-7	86.439	37.668	1.883	66	306	75	263	8	8.266	1.615	1.805	.016	34	5	20	52.128	42.286	.268	1164	2984	1004	5975	13.862	82.055	296	3.253	38.269	22.75	245.167	0	1.778	372	13.286	470	1645	14.732	62.316	744	200.607	200.658	358.688	200.946	402.519	2.571	3.755	3.754	2.28	3.749	2.059	2.73	3.458	29.458	445.541	10.715	6.558	5.893	4.412	3.231	2.453	.765	.468	.31	.192	.124	.082	7.168	3.528	2.37	1.57	.935	.552	.512	.252	.125	.068	.036	.018	10.715	6.558	5.893	4.412	3.231	2.453	44.259	2.435	81.712	46.85	10.406	4.022	2.186	2.989	.756	.579	.339	.167	.091	.75	146	77	5.5	.929	7.755	30	172	26	35	1.279	1.985	2.611	6.33	3.236	3.777	237.599	1873.713	1.809	4.572	2.54	1.516	27.647	.501	.725	1.552	1.883	37.668	.436	2.439	.406	2.709	54.174	.627	1.613	.583	3.346	66.929	.774	.975	.721	3.684	73.684	.852	.638	.793	3.884	77.684	.899	.438	.836	3.884	77.684	.899	.438	.836	2.352	1.792	29.785	29.792	54.817	29.836	61.882	1.536	1.532	-5.644	1.523	-7.173	0	0	0	0	0	3.381	.242	57.798	4.128	3.679	.263	58.394	4.171	3.683	.263	57.858	4.133	3.683	.263	57.861	4.133	3.623	.259	62.028	4.431	3.683	.263	57.869	4.133	3.614	.258	62.71	4.479	19	23	26	30	27	19	7	2	0	56.25	90.375	147.938	168.75	164.531	75.938	22.781	0	181	793.563	4.384	6.907	27.115	14.382	0	0	0	46.952	0	0	0	0	0	0	4	28	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
119-32-4	80.711	33.059	1.74	52	182	58	169	7	6.474	1.61	1.801	.039	25	4	14	36.028	26.909	.282	603	1320	505	2110	10.781	26.851	148	2.691	26.667	17.131	118.667	0	1.553	157.5	9.833	262	846	9.229	34.705	399	103.714	103.726	152.407	103.846	167.216	2.471	3.528	3.528	2.548	3.524	2.357	2.439	3.324	16.018	74.578	8.431	5.109	4.803	3.377	2.505	1.898	.766	.464	.32	.199	.132	.095	6.073	3.115	2.303	1.43	.823	.503	.552	.283	.154	.084	.043	.025	8.431	5.109	4.803	3.377	2.505	1.898	32.842	2.154	56.711	31.675	7.856	2.782	1.609	1.987	.85	.587	.328	.16	.084	.667	89	47	4.273	.661	4.446	19	87	15	18	1.16	1.495	2.24	5.624	2.914	3.435	123.186	832.382	1.936	3.999	2.255	1.433	19.006	.554	.776	1.79	1.74	33.059	.41	2.508	.385	2.866	54.446	.675	1.382	.633	3.537	67.201	.833	.711	.782	3.787	71.956	.892	.461	.837	3.787	71.956	.892	.461	.837	3.787	71.956	.892	.461	.837	2.305	1.792	19.576	19.578	29.283	19.601	32.422	.786	.784	-2.784	.778	-3.589	0	0	0	0	0	3.089	.281	37.183	3.38	3.271	.297	40.239	3.658	3.266	.297	40.373	3.67	3.266	.297	40.373	3.67	3.232	.294	42.028	3.821	3.266	.297	40.377	3.671	3.221	.293	42.403	3.855	15	17	19	20	11	7	2	0	0	44.25	70.875	109.688	81	68.344	22.781	0	0	113	450.688	3.988	3.808	21.234	11.477	0	0	0	34.381	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
119-34-6	69.487	31.712	1.865	52	206	58	185	7	6.474	1.61	1.801	.039	26	4	14	36.028	26.909	.282	603	1468	505	2630	10.781	26.851	148	2.691	26.667	17.131	118.667	0	1.553	157.5	9.833	262	846	9.229	34.705	399	101.214	101.232	161.939	101.361	179.161	2.471	3.596	3.595	2.422	3.591	2.221	2.689	3.164	20.972	54.166	8.431	5.109	4.803	3.377	2.505	1.898	.766	.464	.32	.199	.132	.095	5.52	2.839	2.005	1.196	.687	.404	.502	.258	.134	.07	.036	.02	8.431	5.109	4.803	3.377	2.505	1.898	33.419	2.154	56.711	33.632	7.817	2.757	1.591	1.959	.774	.587	.328	.16	.084	.667	89	47	4.273	.661	4.446	19	87	15	18	1.16	1.495	2.24	5.624	2.914	3.435	123.186	832.382	1.936	3.999	2.255	1.433	19.006	.554	.776	1.79	1.865	31.712	.456	2.222	.425	3.175	53.977	.777	.912	.723	3.572	60.732	.874	.515	.813	3.852	65.487	.942	.235	.877	3.852	65.487	.942	.235	.877	3.852	65.487	.942	.235	.877	2.305	1.792	19.08	19.084	31.087	19.108	34.642	1.036	1.034	-3.738	1.026	-4.784	0	0	0	0	0	3.089	.281	37.183	3.38	3.271	.297	40.239	3.658	3.27	.297	40.181	3.653	3.27	.297	40.182	3.653	3.228	.293	42.408	3.855	3.27	.297	40.187	3.653	3.218	.293	42.814	3.892	15	17	19	20	11	7	2	0	0	44.25	70.875	109.688	81	68.344	22.781	0	0	113	450.688	3.988	3.808	21.234	11.477	0	0	0	34.381	0	0	0	0	0	0	4	18	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
