	"Activity"	"Structure Name"	"set"	"Min_dist"	"Avg_dist"	"Order"	"S_sCH3"	"S_ssCH2"	"S_aaCH"	"S_sssCH"	"S_aasC"	"S_aaaC"	"S_sNH2"	"S_ssNH"	"S_aaN"	"S_sssN"	"S_ssO"	"S_sCl"	"N_ssCH2"	"N_sssCH"	"N_aasC"	"N_aaaC"	"Apol"	"IC"	"BIC"	"CIC"	"MW"	"Rotlbonds"	"Hbond acceptor"	"Hbond donor"	"AlogP98"	"Fh2o"	"Foct"	"MolRef"	"JX"	"Kappa-3"	"PHI"	"SC-3_P"	"SC-3_C"	"CHI-0"	"CHI-3_C"	"CHI-V-1"	"CHI-V-3_P"	"CHI-V-3_C"	"RadOfGyration"	"Jurs-PPSA-1"	"Jurs-PNSA-1"	"Jurs-PPSA-2"	"Jurs-PNSA-2"	"Jurs-DPSA-2"	"Jurs-PPSA-3"	"Jurs-FPSA-1"	"Jurs-FPSA-3"	"Jurs-FNSA-3"	"Jurs-WNSA-1"	"Jurs-WPSA-3"	"Jurs-RPCG"	"Jurs-RNCG"	"Jurs-RPCS"	"Jurs-RNCS"	"Jurs-TPSA"	"Jurs-TASA"	"Jurs-RPSA"	"Shadow-XY"	"Shadow-XZ"	"Shadow-YZ"	"Shadow-XYfrac"	"Shadow-XZfrac"	"Shadow-YZfrac"	"Shadow-nu"	"Shadow-Xlength"	"Shadow-Ylength"	"Shadow-Zlength"	"Density"	"PMI-mag"	"PMI-X"
"11-GR92754"	6.494850022	"11-GR92754"	1	999.9	999.9	24	8.64206600189209	1.739697933197021	0	1.007204294204712	2.400444984436035	1.028251886367798	11.49927520751953	0	17.3497257232666	0	0	0	2	2	4	2	10306.95997619629	3.284183740615845	0.6946359872817993	1.037744402885437	274.368	4	4	4	2.854300975799561	-31.04001617431641	-30.1399974822998	83.34316253662109	2.519346952438354	4.25	4.013943195343018	36	8	14.86144256591797	1.976956844329834	6.94920825958252	2.933807134628296	1.202796697616577	3.83806200185034	412.372447872	105.24328584	805.2479108309803	-205.5106666200845	1010.758577451065	29.00106888772935	0.796676802914656	0.05602818268245584	-0.04135373399193878	54.47558061833332	15.01140955075428	0.1145303735478583	0.1954521371724067	1.161807646601184	2.650434160022856	50.388248064	467.2274856479999	0.09734682464663237	85.13284255998293	51.99326335194603	43.67940770239485	0.6449704142011834	0.6907692307692308	0.7333333333333333	2.216062612279372	12.91510851513542	10.2201973429746	5.827952894278267	1.048341384298081	641.8405183542027	177.4939317068003
"12-4C"	7.568636236	"12-4C"	1	999.9	999.9	25	0	1.493148565292358	18.57847595214844	0	6.071013450622559	0.8782165050506592	11.60512924194336	0	17.11174964904785	2.262264013290405	0	0	2	0	7	2	14851.92014884949	3.732308149337769	0.6899682879447937	1.022579312324524	355.4012	2	4	4	3.238500833511353	-40.44094848632812	-38.75000381469727	107.7595901489258	1.560633063316345	3.773242712020874	3.394983291625977	63	10	18.38010597229004	1.772832632064819	8.66827392578125	4.766980171203613	0.7317541241645813	4.173625018077934	394.5786767999999	179.276597808	953.8961461607994	-433.4021770670388	1387.298323227838	36.99786414204267	0.6875926636198236	0.06447246506066515	-0.0484054269089404	102.8788212658978	21.23141948714137	0.09251088652222808	0.157874833663476	0.8490645375764179	2.313516578138806	63.857543904	509.9977307039998	0.1112781335810167	92.67582112647901	56.56045062273434	60.60867497373722	0.5800492610837439	0.5477443609022556	0.7091651542649727	1.869451329930103	13.89391233690721	11.4994484413027	7.432080265725182	1.164715182621277	1058.009604590573	279.8188852238807
"12-4A"	5.356547324	"12-4A"	1	999.9	999.9	26	0	0.5302214026451111	18.26901435852051	0	5.576986789703369	0.8549075126647949	11.63054656982422	0	17.13976669311523	2.231014013290405	0	0	1	0	7	2	15583.50017738342	3.60701060295105	0.6587264537811279	1.200344324111938	367.4122	2	4	4	3.250100374221802	-41.08275604248047	-39.6099967956543	113.4771881103516	1.589248180389404	4.1259765625	3.649785280227661	64	10	19.08721351623535	1.772832632064819	8.871851921081543	4.718805313110352	0.694296658039093	4.206677124333724	377.4722878079999	190.510205424	934.9126649344979	-471.8502814005885	1406.762946335086	36.57996684527703	0.6645843706556221	0.06440333510479426	-0.04779224416041412	108.206461462864	20.77678077112435	0.09029721487594866	0.1540970836534013	0.9596023316857588	1.584080269869801	61.58849188800001	506.3940013439999	0.1084337855864923	94.50393404648047	76.34048537507377	51.15277312513931	0.5736489717838354	0.6091307066916823	0.6540975364504776	2.106575354332464	16.24840409352478	10.13894943297377	7.713184368224797	1.181933360745001	1161.38352519648	210.3044823828778
"1-232965"	3.609064893	"1-232965"	1	999.9	999.9	27	0	0.7051287889480591	11.78485107421875	0	2.365389347076416	0.9109467267990112	11.31611442565918	0	16.56864356994629	0	0	0	1	0	4	2	11992.90008926392	3.446439504623413	0.6989704370498657	0.8754885792732239	284.338	3	5	4	1.879699945449829	-35.0782470703125	-32.15999984741211	83.60399627685547	1.782490730285645	3.814404487609863	3.258636474609375	38	6	13.94938182830811	1.235375165939331	6.932107448577881	3.676668882369995	0.5235977172851562	4.544287101825996	318.016376832	180.42177384	639.8500439964989	-363.0092337236776	1002.859277720177	33.8280192323644	0.6380257538538064	0.06786803776307468	-0.06178862057258909	89.92909529377143	16.86117534707656	0.1111556662413571	0.189693158938476	1.127574275729521	2.73829675401428	67.885703424	430.552447248	0.1361968447488936	73.74827003624053	66.53174498159186	32.67565878533403	0.5155038759689923	0.5518018018018018	0.5285983658076682	2.314309116228286	16.70450392945961	8.564190502693702	7.217922537799771	1.206897134999932	1046.786328281499	76.59645596060204
"1-235777"	5.899629455	"1-235777"	1	999.9	999.9	28	0	0.5146468877792358	16.00373649597168	0	2.111084699630737	3.194365262985229	11.42150497436523	3.390657901763916	16.69733428955078	0	0	0	1	0	4	4	13186.42012786865	3.553508758544922	0.6771261096000671	1.031453728675842	317.3524	3	4	5	1.777100324630737	-42.8100700378418	-39.65999984741211	97.34149169921875	1.596176266670227	3.907727718353271	3.308805227279663	51	8	16.51829528808594	1.500667095184326	7.467947006225586	3.750737190246582	0.5471444129943848	4.632972315825408	370.7764072319999	183.987804	884.9262825786518	-439.1208358246972	1324.047118403349	37.73565220227991	0.6683495433286752	0.06802106451401752	-0.05420642653717042	102.0698489623678	20.9343893293229	0.09370555187993282	0.1599135940555899	0.927926211178405	2.203488766587816	72.237259248	482.526951984	0.1302125439699474	81.3234178880374	75.12200966394501	42.0182929117445	0.5250759878419453	0.5393990929705216	0.5415400202634245	1.996115272851284	16.67328991332948	9.289068451575631	8.352869265667749	1.16735947623115	1312.712799564935	138.1392954104082
"12-4D"	4.886056648	"12-4D"	1	999.9	999.9	29	0	0.490221381187439	17.4332160949707	0	4.529793739318848	0.8222750425338745	11.57124137878418	0	16.99968338012695	2.137264013290405	6.016304969787598	0	1	0	7	2	14683.46014213562	3.732308149337769	0.6899682879447937	1.022579312324524	357.3738	2	5	4	2.824100255966187	-44.67278671264648	-42.15000534057617	104.26318359375	1.548461556434631	3.773242712020874	3.374653339385986	63	10	18.38010597229004	1.772832632064819	8.369415283203125	4.353273391723633	0.6454810500144958	4.194365991602831	377.0211540479999	188.5575376608	985.9801538297389	-493.1128961078446	1479.093049937584	37.83511865467992	0.6666113125812689	0.06689629437836059	-0.05456845301656001	106.644125462028	21.39873690936108	0.08551806585117409	0.145941205847476	0.8261941664211347	2.106719780963146	76.95728705280001	488.6214046559999	0.1360682221253539	92.24445773485294	55.10794486015973	58.64552559580617	0.5783251231527093	0.5409266409266409	0.7054986020503262	1.91879906344727	13.98146471171021	11.40815865307211	7.286570531565423	1.200244775825981	1070.10037646625	272.1759113411149
"12-4B"	5.292429824	"12-4B"	1	999.9	999.9	30	0	2.58440899848938	18.73581123352051	0	6.160097122192383	0.882878303527832	11.64749050140381	0	17.19579887390137	2.293514013290405	0	0	3	0	7	2	15365.18014335632	3.74986743927002	0.6889411211013794	1.057487487792969	369.428	2	4	4	3.694699764251709	-40.17820739746094	-39.21000289916992	112.360595703125	1.578629851341248	4.1259765625	3.787990093231201	64	10	19.08721351623535	1.772832632064819	9.168272972106934	5.04975414276123	0.7317541241645813	4.062525494657705	413.8434706559999	178.679505312	1022.140475202047	-441.315542035357	1463.456017237404	37.50701907548917	0.6984429084457141	0.06330053111310031	-0.04739544937037826	105.8717122319563	22.22377056229739	0.0905494561914599	0.1545275473673339	0.9622829387769587	2.230667061108924	65.74413753600001	526.7788384319999	0.1109562670183284	86.10215221253789	61.33992797654527	65.45774320235105	0.5419790104947526	0.5692028985507246	0.7202586206896552	1.748070631643426	13.7251647951266	11.57481269339165	7.851607679160574	1.147891198608169	1044.629395786003	305.0615871495222
"1-122870"	9.806875401999999	"1-122870"	1	999.9	999.9	31	1.913530468940735	-0.3774312734603882	10.09022617340088	-1.434401631355286	0.2577152252197266	1.391454458236694	11.65153121948242	5.494918823242188	8.20286750793457	0	0	0	3	1	8	2	17338.70018386841	4.161987781524658	0.7513754367828369	0.8824063539505005	450.453	9	7	6	0.02510254830121994	-44.27923965454102	-37.41999816894531	117.7549057006836	1.609407067298889	7.73985481262207	6.914457321166992	61	12	24.12059211730957	2.676013231277466	10.02070999145508	5.138373851776123	0.9031944870948792	5.887636849470239	395.2399207679999	340.0793083564799	1217.675511929768	-1727.892471240294	2945.567983170062	36.30489578936294	0.5375079354834756	0.0493729721070806	-0.1875228518562112	250.0668548618731	26.69568798527893	0.08158922584257433	0.125912925250401	0.3152949813026013	6.394774549998723	258.30371168448	477.0155174399999	0.3512810510776845	121.4607766960703	95.36027919840647	44.55335298181365	0.5824909403013542	0.6355140186915887	0.6473922902494331	3.029939859979141	21.32250346644744	9.779320627323418	7.037269533988121	1.183614636573489	3687.427056455098	261.6561219558464
"14-28"	7.356547324	"14-28"	1	999.9	999.9	32	3.220937252044678	0.4604339599609375	9.199222564697266	0	3.929393529891968	1.199522852897644	11.56847381591797	3.295796871185303	8.127166748046875	0	10.60926246643066	6.500900745391846	1	0	7	2	14612.440076828	3.753269910812378	0.7288260459899902	0.890586256980896	359.8145000000001	5	4	5	2.701000690460205	-42.98453903198242	-43.38000106811523	102.257682800293	1.852476358413696	4.465974807739258	4.890982627868652	51	9	17.97432708740234	1.698729515075684	7.869293689727783	4.23374605178833	0.6922690272331238	4.797164175508097	411.100728192	177.93966353856	1018.572146026694	-440.8758520733888	1459.447998100083	36.83766919706572	0.6979160240339622	0.06253844339747093	-0.05427390616021655	104.8136491151574	21.69887509428037	0.08961181627979213	0.1545688073424566	0.887387689300085	1.048017312527691	83.96064733055999	505.0797444	0.1425380135373899	89.42887379725573	83.79688094334453	44.61350180775758	0.5551479579359256	0.5774493705528189	0.577001013171226	2.08343174626904	17.38787900547752	9.264508956109767	8.345787682565227	1.21112831708663	1445.909499997658	172.9767851776921
"14-29"	8.229147987999999	"14-29"	1	999.9	999.9	33	4.687563419342041	0.4416936635971069	7.297918319702148	0	4.076460838317871	1.177402377128601	11.59307479858398	3.291741609573364	8.135097503662109	0	16.05680084228516	6.520023345947266	1	0	8	2	15518.66005706787	3.800278663635254	0.7267948985099792	0.9546088576316833	389.8407	6	5	5	2.684601545333862	-46.57998657226562	-47.33000183105469	108.7208633422852	1.835597157478333	4.775510311126709	5.616411685943604	56	10	19.55167770385742	1.834812164306641	8.398332595825195	4.505502223968506	0.7453487515449524	4.854152783316426	452.8990878719999	175.1420888448	1254.301796121766	-485.0551576369915	1739.356953758757	39.03348922786906	0.7211296084750569	0.06215116249530608	-0.055936962770664	109.9964435707265	24.51463850603341	0.08016932580835462	0.1382817290068629	0.7551567371559283	1.058565541425526	94.6429242528	533.3982524639998	0.1506954125962938	95.43042919898714	88.9290652508946	50.34202613647153	0.49002849002849	0.5936682365253794	0.5639329805996472	2.181535828846203	18.07719871903608	10.77294430193257	8.28645511112094	1.210354154677609	1772.149701738201	197.7312203983332
"9-16B"	7.13667714	"9-16B"	1	999.9	999.9	34	0	0.6680445075035095	13.39646625518799	0	3.379809379577637	1.550786018371582	11.46794509887695	3.318728923797607	8.137415885925293	0	0	5.858580589294434	1	0	5	2	12800.00011634827	3.232101678848267	0.6493710875511169	1.160215735435486	299.7621	3	2	5	2.733800172805786	-35.63363265991211	-35.92000198364258	89.33129119873047	1.776439547538757	4.050000190734863	3.495566129684448	40	7	14.81962585449219	1.524050235748291	6.805232524871826	3.399755239486694	0.6491699814796448	4.367011214444444	315.2844414719999	208.26954456	613.2705733747076	-405.112224836618	1018.382798211326	32.56945965843439	0.6022004413747881	0.0622084073989721	-0.05125238491923888	109.0403502234572	17.05187042708174	0.1141447291549089	0.1969095669194071	1.213033518222776	2.62712997231106	56.995409856	466.5585761759999	0.1088625268388587	80.31564755251166	70.77301134123245	33.7391330824605	0.5068664169787765	0.5915399867812293	0.5581699346405229	2.621435450934634	17.70970667153432	8.947367583885644	6.75572868491581	1.191380474656725	1446.001936683996	77.72418008714607
"16-11"	6.48148606	"16-11"	1	999.9	999.9	35	4.712955474853516	0.5386843085289001	7.589026927947998	0	4.678014278411865	1.46312427520752	11.59774398803711	3.356764793395996	8.195550918579102	0	16.23238182067871	0	1	0	8	2	13956.66005706787	3.856196165084839	0.7374889850616455	0.8986913561820984	434.2917	6	5	5	2.768600940704346	-48.33000183105469	-48.33000183105469	111.5388717651367	1.832259297370911	4.775510311126709	5.757217884063721	56	10	19.55167770385742	1.829200029373169	8.81336498260498	4.84660816192627	0.8555059432983398	4.961716031572256	443.7944797439999	195.65118752256	1237.158589068172	-545.4136005091938	1782.572189577366	38.18178081354375	0.6940300051466286	0.05971075068310262	-0.05477683959132371	125.1083041568582	24.41517430974202	0.07964563325921979	0.1373956311340702	0.8079333269640374	1.953310061972279	93.60705579455998	545.8386114719998	0.1463878177401722	91.69900917787872	88.87037274626243	51.09125328430686	0.4845531826663902	0.550915750915751	0.5450733752620545	2.01897808697727	18.04686247883773	10.48628081634091	8.938612358025509	1.319714038363563	1924.333131791303	264.5671332998531
"13-14"	8.221848749999999	"13-14"	1	999.9	999.9	36	4.707086086273193	0.4699159860610962	7.324029922485352	0	4.068066596984863	1.142680168151855	11.58242607116699	3.277076244354248	8.120357513427734	0	16.08861541748047	6.497523307800293	1	0	8	2	15518.66005706787	3.800278663635254	0.7267948985099792	0.9546088576316833	389.8407	6	5	5	2.684600114822388	-46.37543487548828	-47.33000183105469	108.7208633422852	1.835476756095886	4.775510311126709	5.616411685943604	56	10	19.55167770385742	1.834812164306641	8.398332595825195	4.446173191070557	0.7499732971191406	4.958945124307599	453.6686542079999	173.9051403936	1269.071490598006	-486.4741117728204	1755.545602370827	38.84174031539114	0.7228929220921351	0.06189190920575147	-0.05573832242067076	109.1383088575355	24.37605835865996	0.07937094901454204	0.1369042741346971	0.7476364092929032	1.018077480737652	92.2812830016	535.2925115999999	0.1470445130045345	86.67873656857358	90.11376832354826	50.32923159786142	0.4122180451127819	0.5456937799043062	0.5125811688311688	2.141548528863018	18.80550645257762	11.18151212543521	8.781265611833586	1.209777804512928	1854.067716048122	194.817684823537
"15-3"	5.958607315	"15-3"	1	999.9	999.9	37	3.278379917144775	0.5710460543632507	11.35038375854492	0	3.978515863418579	1.468813061714172	11.53444480895996	3.343032598495483	8.159648895263672	0	10.64906692504883	0	1	0	6	2	13072.66007614136	3.720175266265869	0.7282289266586304	0.864787220954895	325.3694	5	4	5	2.036600589752197	-42.96637725830078	-42.38000106811523	97.452880859375	1.790364265441895	4.601177215576172	4.454984664916992	47	8	17.10408401489258	1.568708419799805	7.379697322845459	3.71304178237915	0.5713656544685364	4.836280006731003	424.3776324479999	154.63693852992	1025.73847779113	-373.763940648086	1399.502418439215	37.79465981840858	0.7329308340742657	0.06527410830883883	-0.05408786299320488	89.53704062024057	21.88365874001227	0.09185892213292836	0.1584641991876352	0.8430808110818712	2.287494207441131	88.34182718592	490.6727437919999	0.1525727185703049	80.51555509938842	84.664073983534	44.24968222545132	0.4876882620129094	0.5436670071501533	0.5435203094777563	2.027884002577412	17.77070456085142	9.290366389119619	8.763176068387097	1.139561101882207	1465.721256078062	139.1403267951317
"15-11"	7.585026652	"15-11"	1	999.9	999.9	38	5.296948432922363	0.6404904723167419	11.55788421630859	0	4.145595073699951	1.497470498085022	11.62165451049805	0	8.228242874145508	2.089812040328979	10.75523567199707	0	1	0	6	2	13585.92007064819	3.973660945892334	0.7716225385665894	0.6701952219009399	339.3962	5	4	4	2.668001413345337	-39.01999282836914	-39.31999969482422	101.6876678466797	1.863333106040955	4.646399974822998	4.68860387802124	50	9	17.97432708740234	1.766953229904175	7.763191699981689	4.061950206756592	0.7206817865371704	4.433935644591823	443.9010428159998	140.82125992704	1067.996588980781	-338.8066420225097	1406.80323100329	36.82450843483213	0.7591655743821952	0.06297777297373741	-0.05283807113857003	82.341331379715	21.53211136939554	0.09228302166422579	0.1591958078171904	0.9807058045550611	2.332874290403609	90.39845426304001	494.3238484799999	0.1546006605853141	76.64697148185867	82.62799594398075	53.012250994965	0.474112426035503	0.6228384019081693	0.5983899821109123	1.824827134896473	15.55918282829187	10.39027105992609	8.526387256497358	1.127202101945841	1195.548666156541	210.0966219415654
"15-5"	5.920818754	"15-5"	1	999.9	999.9	39	3.261652708053589	0.5916752815246582	11.39490509033203	0	3.966944217681885	1.475438833236694	11.52908706665039	3.343936681747437	8.157757759094238	0	10.61193656921387	0	1	0	6	2	13072.66007614136	3.720175266265869	0.7282289266586304	0.864787220954895	325.3694	5	4	5	2.036600589752197	-42.96637725830078	-42.38000106811523	97.452880859375	1.766925811767578	4.601177215576172	4.454984664916992	47	8	17.10408401489258	1.568708419799805	7.379697322845459	3.719715118408203	0.5713656544685364	4.846871852964502	424.2260816639998	153.77159611968	1026.201565023716	-371.9730051873702	1398.174570211086	37.97494691846821	0.7339581073935902	0.06570086416970108	-0.05391885738309552	88.87962546626493	21.94943113283313	0.09178468034599042	0.1583361264139844	0.9089046376548268	2.320276416935858	88.83440995968	489.1632678239999	0.1536933682853428	92.064746111658	81.30730925204507	43.07254388397249	0.6058488612836439	0.5204752275025278	0.6129568106312292	2.223099382353762	18.37993498995381	8.267707299029336	8.499346880913752	1.140466792666015	1510.559241055173	121.8249611726806
"15-6"	6.045757491	"15-6"	1	999.9	999.9	40	4.755191326141357	0.5535270571708679	9.441164016723633	0	4.140781402587891	1.446692585945129	11.55904579162598	3.340733766555786	8.167580604553223	0	16.09528350830078	0	1	0	7	2	13978.88005638123	3.767183542251587	0.7258787751197815	0.9332561492919922	355.3956	6	5	5	2.020201206207275	-46.35727691650391	-46.33000183105469	103.9160690307617	1.781384229660034	4.899408340454102	5.171369075775146	52	9	18.68143463134766	1.704791307449341	7.908736228942871	3.963660001754761	0.6290699243545532	4.954523344245636	466.6507507199999	149.6118387456	1280.941722480509	-410.6798169081604	1691.62153938867	40.34721057118492	0.7572271280083089	0.06547080945830659	-0.05612114215884411	92.20017916007323	24.86447646431225	0.08088502125614461	0.1395333168308557	0.78143409871984	1.983700860765515	99.95922773760002	516.3033617279999	0.1622023297313584	86.23190360277617	87.97303654051275	49.23468764362614	0.4101503759398496	0.5274853801169591	0.4964285714285714	2.119875918612249	18.80289835953444	11.18149981708073	8.869810819797193	1.144966784406909	1802.493900894659	165.9824777714149
"15-7"	5.886056648	"15-7"	1	999.9	999.9	41	4.762083053588867	0.51861971616745	9.399260520935059	0	4.087788581848145	1.437707185745239	11.56591796875	3.339696407318115	8.170048713684082	0	16.21887588500977	0	1	0	7	2	13978.88005638123	3.767183542251587	0.7258787751197815	0.9332561492919922	355.3956	6	5	5	2.020201206207275	-46.45273208618164	-46.33000183105469	103.9160690307617	1.805103659629822	4.716269016265869	5.171369075775146	53	9	18.68143463134766	1.636749744415283	7.914719104766846	4.011198997497559	0.6053863167762756	4.864317287127158	455.2291497599999	144.26152052928	1253.522468777039	-397.2396264371712	1650.76209521421	38.9419265747136	0.7593598571606335	0.06495835298975121	-0.05178484460558908	86.48343563904875	23.34532166463097	0.08063126017352451	0.1390955569278982	0.7984570631548844	1.916631909769687	89.03099872128	510.459671568	0.1485110663662518	84.51520123356987	91.73087277951059	44.64836908274082	0.5579710144927537	0.5681159420289855	0.6116402116402117	2.211917780381842	18.30400329936703	8.275173454325781	8.821297398028978	1.145412984152441	1693.58657886264	139.4764976130019
